Firm_ID;BenefitProgramPeriod;TotalSpent;TotalPurchases;AvgSpentOnTransaction
1466402;Never in program;1517937,00;9;168659,6666
2569041;Never in program;-71828,00;11;-6529,8181
4358380;Never in program;1048047,00;5;209609,40
105615;Never in program;5254634,00;67;78427,3731
2567785;Never in program;1647624,00;12;137302,00
4009168;Never in program;721582,00;25;28863,28
988343;After;1020626,00;9;113402,8888
1725817;Never in program;2456981,00;32;76780,6562
1706805;Never in program;4619949,00;21;219997,5714
4999242;Never in program;633884,00;2;316942,00
467103;Never in program;6096857,00;62;98336,4032
285950;Never in program;527404,00;18;29300,2222
2710506;Never in program;9295500,00;76;122309,2105
174398;Never in program;24575023,00;101;243317,0594
2778045;Never in program;3009409,00;21;143305,1904
1098646;Never in program;1717199,00;51;33670,5686
4204699;Never in program;1307435,00;7;186776,4285
2292457;Never in program;109668,00;4;27417,00
2551896;Never in program;1962183,00;19;103272,7894
5449745;Never in program;64400,00;10;6440,00
141298;Never in program;3185198,00;90;35391,0888
17489673;After;2231607,00;20;111580,35
5414601;Never in program;22840352,00;221;103350,009
4753987;Never in program;8728887,00;43;202997,372
2296195;Never in program;3548401,00;31;114464,5483
50227;Never in program;8930753,00;40;223268,825
1889451;Never in program;4428013,00;19;233053,3157
1891519;Before;588595,00;3;196198,3333
4089664;Never in program;2543885,00;6;423980,8333
2798016;Never in program;10717102,00;163;65749,092
130599;Never in program;10451252,00;44;237528,4545
3659648;Never in program;17878741,00;50;357574,82
2229539;Never in program;1092398,00;6;182066,3333
1717339;Never in program;1725649,00;10;172564,90
7045093;After;443441,00;4;110860,25
1206519;Never in program;12609596,00;94;134144,6382
2442180;Never in program;372809,00;7;53258,4285
200549;Never in program;13609951,00;70;194427,8714
3622543;Never in program;4636825,00;12;386402,0833
2997789;Never in program;920700,00;15;61380,00
2776155;Never in program;3098455,00;18;172136,3888
291099;Never in program;7093344,00;33;214949,8181
2648050;Never in program;955888,00;8;119486,00
224389;Never in program;1144947,00;6;190824,50
2451203;Never in program;58926,00;1;58926,00
4647625;Never in program;861954,00;16;53872,125
3568494;Never in program;2723601,00;12;226966,75
458560;Never in program;4538180,00;8;567272,50
1890778;Never in program;287511,00;5;57502,20
80371;Never in program;8316915,00;71;117139,6478
123750;Never in program;486612,00;2;243306,00
2162581;Never in program;301846,00;2;150923,00
340159;Never in program;4671782,00;29;161095,931
170571;Never in program;3081245,00;49;62882,551
6106272;Never in program;1138125,00;19;59901,3157
4037268;Never in program;2489625,00;35;71132,1428
4890309;Never in program;1047551,00;7;149650,1428
1554878;Never in program;3540264,00;24;147511,00
6255551;Never in program;653911,00;7;93415,8571
1303390;Never in program;7406674,00;92;80507,326
2188820;Never in program;159339,00;2;79669,50
1522951;Never in program;1368939,00;11;124449,00
4588380;Never in program;2655312,00;21;126443,4285
4783183;Never in program;1131421,00;3;377140,3333
4432436;Never in program;352659,00;1;352659,00
3407168;Never in program;15590680,00;62;251462,5806
4740076;Never in program;1140578,00;4;285144,50
518694;Never in program;6720059,00;32;210001,8437
2060118;Never in program;982257,00;15;65483,80
7134189;Never in program;1103663,00;7;157666,1428
2454455;Never in program;1112296,00;17;65429,1764
5530147;Never in program;5262709,00;8;657838,625
5787062;Never in program;489352,00;6;81558,6666
789437;Never in program;735428,00;13;56571,3846
2195111;Never in program;206093,00;7;29441,8571
2404398;Never in program;310487,00;2;155243,50
110743;Never in program;14222033,00;89;159798,1235
732685;Never in program;2624272,00;51;51456,3137
4024886;Never in program;170909,00;6;28484,8333
5374318;Never in program;6529,00;1;6529,00
4491699;Never in program;1894980,00;7;270711,4285
403567;Never in program;2894948,00;33;87725,6969
1212134;Never in program;1422192,00;9;158021,3333
1415242;Never in program;12546784,00;148;84775,5675
110026;Never in program;362788,00;6;60464,6666
2891401;Never in program;31122,00;1;31122,00
2201800;Never in program;787709,00;6;131284,8333
2038156;Never in program;1478927,00;22;67223,9545
4544007;Never in program;2165896,00;15;144393,0666
1821214;Never in program;40400872,00;316;127850,8607
1139303;Never in program;17039966,00;79;215695,7721
307902;Never in program;2609175,00;17;153480,8823
2414760;Never in program;775042,00;1;775042,00
65230;Never in program;519209,00;4;129802,25
5026715;Never in program;2425372,00;7;346481,7142
335102;Never in program;3188785,00;12;265732,0833
2272931;Never in program;760686,00;6;126781,00
2531463;Never in program;16830744,00;124;135731,8064
393821;Never in program;2697355,00;5;539471,00
1865044;Never in program;-82149,00;2;-41074,50
2418421;Never in program;830561,00;43;19315,372
3689073;Never in program;4929450,00;58;84990,5172
1487771;Never in program;5331554,00;77;69240,961
5273481;Never in program;4383672,00;76;57679,8947
4137235;Never in program;352459,00;4;88114,75
873152;Never in program;808018,00;12;67334,8333
3130110;Never in program;921877,00;20;46093,85
2346473;Never in program;1320620,00;20;66031,00
197225;Never in program;5825089,00;25;233003,56
3437129;Never in program;23519,00;1;23519,00
1643523;Never in program;1136192,00;10;113619,20
3631059;Never in program;4140174,00;70;59145,3428
2658001;Never in program;217024,00;2;108512,00
5239213;Never in program;2676621,00;15;178441,40
257679;Never in program;6196908,00;20;309845,40
4500704;Never in program;3175557,00;98;32403,6428
2136203;Never in program;695447,00;12;57953,9166
2847061;Never in program;7469640,00;123;60728,7804
3821494;Never in program;437769,00;2;218884,50
4442631;Never in program;99503,00;3;33167,6666
641422;Never in program;98687,00;4;24671,75
5349251;Never in program;665947,00;5;133189,40
275151;Never in program;18214079,00;115;158383,2956
2699076;Never in program;228661,00;5;45732,20
276407;Never in program;6081589,00;95;64016,7263
680566;Never in program;3257870,00;43;75764,4186
3432573;Never in program;20059174,00;40;501479,35
4556206;Never in program;531546,00;6;88591,00
5394675;Never in program;2967634,00;18;164868,5555
369921;Never in program;6652902,00;55;120961,8545
1112986;Never in program;967725,00;7;138246,4285
1865032;Never in program;3322351,00;18;184575,0555
2323527;Never in program;2185264,00;7;312180,5714
4681689;Never in program;2166845,00;9;240760,5555
2935504;Never in program;3551151,00;12;295929,25
1140808;Never in program;2787653,00;44;63355,75
4070838;Never in program;5702019,00;33;172788,4545
2870617;Never in program;55867,00;2;27933,50
969356;Never in program;150330,00;3;50110,00
5053850;Never in program;972631,00;11;88421,00
2264370;Never in program;763559,00;9;84839,8888
5286059;Never in program;7477060,00;66;113288,7878
4254951;Never in program;2490510,00;24;103771,25
1480300;Never in program;4760051,00;59;80678,8305
4935262;Never in program;192975,00;4;48243,75
1918313;Never in program;4360635,00;50;87212,70
1113957;Never in program;300717,00;9;33413,00
2053968;Never in program;8064979,00;27;298702,9259
1653791;Never in program;5379062,00;38;141554,2631
2120070;Never in program;482203,00;10;48220,30
1122442;Never in program;3931324,00;29;135562,8965
3236148;Never in program;918128,00;8;114766,00
297902;Never in program;2792862,00;19;146992,7368
233383;Never in program;969965,00;3;323321,6666
1018891;Never in program;1336028,00;19;70317,2631
2947543;Never in program;1018854,00;28;36387,6428
1917945;Never in program;1436332,00;14;102595,1428
4060137;Never in program;636306,00;5;127261,20
4639589;Never in program;99905,00;3;33301,6666
2144159;Never in program;105864,00;4;26466,00
2750306;Never in program;1153383,00;30;38446,10
78258;Never in program;5454025,00;73;74712,6712
1359882;Never in program;6166408,00;21;293638,4761
3018395;Never in program;6810814,00;39;174636,2564
2866683;Never in program;658117,00;6;109686,1666
249533;Never in program;1867475,00;14;133391,0714
4382828;Never in program;1872115,00;24;78004,7916
5300710;Never in program;275288,00;4;68822,00
4934545;Never in program;1273486,00;4;318371,50
2676882;Never in program;136611,00;1;136611,00
1760978;Never in program;389368,00;6;64894,6666
1662808;Never in program;275876,00;6;45979,3333
694762;Never in program;2155955,00;9;239550,5555
5781908;Never in program;4390521,00;51;86088,647
5235018;Never in program;1047233,00;10;104723,30
4292412;Never in program;4197010,00;14;299786,4285
3777309;Never in program;813195,00;9;90355,00
102372;Never in program;2224413,00;10;222441,30
4629322;Never in program;2006215,00;14;143301,0714
1344549;Never in program;7070248,00;7;1010035,4285
1919367;Never in program;404888,00;4;101222,00
640427;Never in program;4846995,00;26;186422,8846
695301;Never in program;86952,00;2;43476,00
5013663;Never in program;1286150,00;5;257230,00
4735952;Never in program;2754227,00;9;306025,2222
357147;Never in program;5111369,00;38;134509,7105
3028206;Never in program;5539835,00;10;553983,50
5183617;Never in program;672248,00;5;134449,60
546367;Never in program;1152644,00;5;230528,80
1651818;Never in program;3253422,00;31;104949,0967
1153913;Never in program;656739,00;10;65673,90
5459467;Never in program;763736,00;6;127289,3333
254101;Never in program;6809605,00;71;95909,9295
203386;Never in program;3924797,00;31;126606,3548
1839575;Never in program;409297,00;5;81859,40
3023034;Never in program;228545,00;4;57136,25
259072;Never in program;6930905,00;35;198025,8571
18871771;After;2227347,00;8;278418,375
3632208;Never in program;5240433,00;39;134370,0769
1426913;Never in program;3424192,00;48;71337,3333
22602;Never in program;52732989,00;115;458547,7304
496554;Never in program;3735933,00;9;415103,6666
5062263;Never in program;1027258,00;10;102725,80
1634511;Never in program;341568,00;3;113856,00
2166022;Never in program;3296795,00;36;91577,6388
4130357;Never in program;329779,00;14;23555,6428
109689;Never in program;6167529,00;23;268153,4347
96144;Never in program;4070661,00;14;290761,50
4916647;Never in program;2061086,00;22;93685,7272
1705554;Never in program;3521620,00;35;100617,7142
343787;Never in program;292148,00;2;146074,00
3514872;Never in program;508345,00;8;63543,125
784401;Never in program;12886277,00;216;59658,6898
2094588;Never in program;5112095,00;8;639011,875
4751831;Never in program;2951787,00;8;368973,375
2208056;Never in program;3622237,00;53;68344,0943
5977965;Never in program;2365552,00;13;181965,5384
514606;Never in program;10450716,00;55;190013,0181
1624167;Never in program;8649162,00;50;172983,24
3621864;Never in program;2581153,00;34;75916,2647
3863624;Never in program;1090429,00;13;83879,1538
6991157;Before;3592437,00;10;359243,70
2302116;Never in program;463343,00;6;77223,8333
5255903;Never in program;384004,00;6;64000,6666
403916;Never in program;76901,00;2;38450,50
20807;Never in program;6533306,00;92;71014,1956
47753;Never in program;5078985,00;27;188110,5555
1497244;Never in program;914653,00;9;101628,1111
4070945;Never in program;299524,00;7;42789,1428
3773499;Never in program;1024762,00;12;85396,8333
3844245;Never in program;3688624,00;14;263473,1428
1056731;Never in program;4871789,00;72;67663,7361
4012;Never in program;19163286,00;53;361571,4339
1340816;Never in program;466015,00;11;42365,00
1957586;Never in program;157437,00;2;78718,50
4051672;Never in program;258925,00;4;64731,25
1328031;Never in program;3646288,00;58;62867,0344
4189111;Never in program;3614208,00;27;133859,5555
4602891;Never in program;472783,00;6;78797,1666
359564;Never in program;27506801,00;199;138225,1306
4299711;Never in program;873348,00;28;31191,00
2898292;Never in program;10951471,00;24;456311,2916
2384699;Never in program;5370995,00;17;315940,8823
2971519;Never in program;3600046,00;25;144001,84
274885;Never in program;1730323,00;16;108145,1875
1353394;Never in program;1682582,00;17;98975,4117
589113;Never in program;4599399,00;47;97859,5531
3140585;Never in program;25602524,00;40;640063,10
615069;Never in program;833298,00;6;138883,00
229722;Never in program;8064746,00;64;126011,6562
1783570;Never in program;3208220,00;17;188718,8235
3856650;Never in program;4015815,00;37;108535,5405
4845107;Never in program;977726,00;10;97772,60
4216387;Never in program;1410913,00;12;117576,0833
3522628;Never in program;3771491,00;25;150859,64
2719077;Never in program;116446,00;1;116446,00
695377;Never in program;5169454,00;30;172315,1333
1563672;Never in program;8083114,00;63;128303,3968
1916625;Never in program;157603,00;2;78801,50
3800634;Never in program;3982077,00;20;199103,85
1240139;Never in program;2603137,00;13;200241,3076
1890543;Never in program;21322,00;1;21322,00
5460609;Never in program;261812,00;6;43635,3333
1055558;Never in program;3887454,00;61;63728,754
3708434;Never in program;3794417,00;24;158100,7083
2216646;Never in program;363370,00;7;51910,00
4985214;Never in program;775703,00;2;387851,50
2275082;Never in program;1966015,00;9;218446,1111
2425430;Never in program;12064148,00;47;256684,00
2012195;Never in program;1140410,00;5;228082,00
358320;Never in program;3263586,00;4;815896,50
4560323;Never in program;1750083,00;3;583361,00
1390330;Never in program;261191,00;2;130595,50
3498063;Never in program;11364239,00;48;236754,9791
402140;Never in program;3671613,00;33;111261,00
3265079;Never in program;4323871,00;34;127172,6764
2375510;Never in program;5773519,00;26;222058,423
2329131;Never in program;464133,00;5;92826,60
1457164;Never in program;6774325,00;35;193552,1428
2729688;Never in program;2608853,00;14;186346,6428
1389625;Never in program;339008,00;2;169504,00
542535;Never in program;9033099,00;44;205297,7045
2590739;Before;105226,00;3;35075,3333
3393673;Never in program;5055421,00;10;505542,10
1015355;Never in program;1520881,00;8;190110,125
4218437;Never in program;1706630,00;15;113775,3333
4538942;Never in program;3177005,00;9;353000,5555
4670652;Never in program;5006914,00;47;106530,0851
2686250;Never in program;3016114,00;7;430873,4285
1088416;Never in program;298344,00;9;33149,3333
4646616;Never in program;53072,00;3;17690,6666
2356639;Never in program;14389846,00;6;2398307,6666
1153849;Never in program;7011656,00;78;89893,0256
3086658;Never in program;2846919,00;33;86270,2727
2148029;Never in program;1121081,00;15;74738,7333
949383;Never in program;831193,00;11;75563,00
157382;Never in program;20393010,00;70;291328,7142
2458181;Never in program;1039337,00;7;148476,7142
3157192;Never in program;93584,00;2;46792,00
3863534;Never in program;230559,00;3;76853,00
4156360;Never in program;1066535,00;9;118503,8888
3344746;Never in program;2768082,00;19;145688,5263
319235;Never in program;4135449,00;50;82708,98
1890999;Never in program;667773,00;2;333886,50
3070318;Never in program;32975,00;1;32975,00
508433;Never in program;620107,00;16;38756,6875
3704654;Never in program;2674123,00;11;243102,0909
4784162;Never in program;421027,00;15;28068,4666
2375054;Never in program;12724573,00;26;489406,6538
2802076;Never in program;3287868,00;42;78282,5714
1856814;Never in program;499506,00;6;83251,00
1577570;Never in program;15301488,00;154;99360,3116
409474;Never in program;1097092,00;17;64534,8235
3769655;Never in program;1321426,00;16;82589,125
3205885;Never in program;1208571,00;8;151071,375
1650320;Never in program;376720,00;2;188360,00
5594559;Never in program;1728533,00;8;216066,625
2937441;Never in program;2100724,00;46;45667,913
3673634;Never in program;3475085,00;25;139003,40
4218786;Never in program;659148,00;12;54929,00
5290627;Never in program;1702801,00;8;212850,125
2927529;Never in program;4396341,00;92;47786,3152
842450;Never in program;4374913,00;86;50871,0813
3518967;Never in program;4000548,00;40;100013,70
5461433;Never in program;250287,00;7;35755,2857
4297857;Never in program;2441882,00;18;135660,1111
6078440;Never in program;370247,00;2;185123,50
2702992;Never in program;111231,00;3;37077,00
816169;Never in program;4082275,00;50;81645,50
1821487;Never in program;322720,00;6;53786,6666
7161081;Never in program;268099,00;1;268099,00
1016042;Never in program;1265159,00;12;105429,9166
3054529;Never in program;277930,00;4;69482,50
3936693;Never in program;8850729,00;59;150012,3559
2037161;Never in program;2061181,00;25;82447,24
1952835;Never in program;574707,00;5;114941,40
5649636;Never in program;7274007,00;6;1212334,50
4718800;Never in program;6353060,00;37;171704,3243
2587788;Never in program;978607,00;21;46600,3333
4837074;Before;922642,00;8;115330,25
4319736;Never in program;4095455,00;16;255965,9375
12154787;After;312976,00;7;44710,8571
1871217;Never in program;6934892,00;58;119567,1034
3068535;Never in program;2666678,00;125;21333,424
1136644;Never in program;420083,00;7;60011,8571
1212027;Never in program;435061,00;2;217530,50
6226051;Never in program;3466467,00;22;157566,6818
4170259;Never in program;1367898,00;4;341974,50
2701653;Never in program;349276,00;6;58212,6666
3456929;Never in program;28639498,00;137;209047,4306
4104287;Never in program;993684,00;2;496842,00
58203;Never in program;3844291,00;33;116493,6666
3823721;After;229296,00;2;114648,00
2145327;Never in program;2016689,00;3;672229,6666
618552;Never in program;13273263,00;71;186947,3661
3117930;Never in program;52644,00;3;17548,00
1783197;Never in program;7567187,00;33;229308,6969
1993092;Never in program;211485,00;5;42297,00
1302260;Never in program;26534681,00;70;379066,8714
507906;Never in program;7598947,00;40;189973,675
3867616;Never in program;854378,00;8;106797,25
436762;Never in program;8498939,00;87;97688,954
5081582;Never in program;1409582,00;10;140958,20
4395146;Never in program;2839347,00;6;473224,50
2339321;Never in program;1511237,00;7;215891,00
3732085;Never in program;466776,00;1;466776,00
623377;Never in program;9960906,00;29;343479,5172
3875016;Never in program;109617,00;2;54808,50
1489103;Never in program;214533,00;2;107266,50
143074;Never in program;11184557,00;19;588660,8947
3780094;Never in program;2897453,00;11;263404,8181
1131010;Never in program;210329,00;3;70109,6666
3834433;Never in program;2765587,00;47;58842,2765
431116;Never in program;3406686,00;39;87350,923
5250471;Never in program;511134,00;8;63891,75
3125083;After;90834,00;1;90834,00
696023;Never in program;2730589,00;19;143715,2105
1978352;Never in program;11290912,00;73;154670,0273
927427;Never in program;1155770,00;5;231154,00
349930;Never in program;553538,00;6;92256,3333
170457;Never in program;1967125,00;5;393425,00
1720981;Never in program;413842,00;10;41384,20
317535;Never in program;269244,00;6;44874,00
6677188;Never in program;107189,00;6;17864,8333
2491414;Never in program;1133468,00;12;94455,6666
3644912;Never in program;1540246,00;13;118480,4615
2030437;Never in program;691084,00;14;49363,1428
3463966;Never in program;3865572,00;20;193278,60
1917304;Never in program;6594911,00;83;79456,759
1457252;Never in program;1301832,00;20;65091,60
5344803;Never in program;4617083,00;21;219861,0952
467889;Never in program;717850,00;3;239283,3333
6339765;Never in program;4370982,00;14;312213,00
4919952;Never in program;317683,00;3;105894,3333
5762716;Never in program;8286804,00;59;140454,305
1217074;Never in program;547183,00;6;91197,1666
2597447;Never in program;3523452,00;44;80078,4545
205950;Never in program;3667475,00;96;38202,8645
3663335;Never in program;1248853,00;6;208142,1666
663970;Never in program;6670013,00;37;180270,6216
2299996;Never in program;8485635,00;15;565709,00
2058976;Never in program;8294350,00;57;145514,9122
2345005;Never in program;33676701,00;187;180089,3101
3061344;Never in program;4272845,00;41;104215,7317
1224610;Never in program;810740,00;17;47690,5882
1052041;Never in program;4937889,00;18;274327,1666
2425518;Never in program;108722,00;3;36240,6666
6754238;After;922564,00;2;461282,00
2413929;Never in program;216369,00;5;43273,80
246175;Never in program;27933,00;1;27933,00
4837074;After;1663070,00;12;138589,1666
5389442;Never in program;12314,00;1;12314,00
783952;Never in program;1151615,00;32;35987,9687
2523994;Never in program;338486,00;3;112828,6666
5552295;Never in program;2351598,00;13;180892,1538
1664228;Never in program;858878,00;8;107359,75
1139811;Never in program;10680135,00;129;82791,7441
485029;Never in program;12799578,00;161;79500,4844
3713659;Never in program;1687755,00;26;64913,6538
2884302;Never in program;1749369,00;20;87468,45
4335166;Never in program;3596257,00;23;156359,00
3885588;Never in program;3539211,00;28;126400,3928
2550690;Never in program;482674,00;11;43879,4545
4905478;Never in program;1673100,00;26;64350,00
2126751;Never in program;3788941,00;15;252596,0666
3098622;Never in program;144710,00;5;28942,00
1083797;Never in program;5437184,00;30;181239,4666
2486565;Never in program;4168366,00;12;347363,8333
3510584;Never in program;313149,00;7;44735,5714
5681022;Never in program;106941,00;3;35647,00
838820;Never in program;7634045,00;33;231334,6969
3863560;Never in program;5394341,00;35;154124,0285
284454;Never in program;3664998,00;33;111060,5454
2619587;Never in program;3064984,00;17;180293,1764
6088484;Never in program;4083887,00;15;272259,1333
3298554;Never in program;2845445,00;6;474240,8333
112519;Never in program;15721911,00;56;280748,4107
1452216;Never in program;4929138,00;30;164304,60
11599274;After;1060241,00;17;62367,1176
1928383;Never in program;64004839,00;210;304784,9476
4469539;Never in program;7714086,00;38;203002,2631
2318131;Never in program;1904055,00;25;76162,20
2271789;Never in program;227355,00;4;56838,75
1084982;Never in program;89835,00;1;89835,00
1080793;Never in program;3832215,00;39;98261,923
4303671;Never in program;2047124,00;26;78735,5384
1393426;Never in program;6665547,00;6;1110924,50
1721057;Never in program;9784324,00;162;60397,0617
4604777;Never in program;1937874,00;35;55367,8285
1956762;Never in program;1168536,00;14;83466,8571
4573655;Never in program;1684130,00;13;129548,4615
1725518;Never in program;2149436,00;4;537359,00
3642279;Never in program;72562,00;2;36281,00
2010697;Never in program;4656730,00;33;141113,0303
2469259;Never in program;2391768,00;11;217433,4545
4553470;Never in program;926805,00;12;77233,75
2335052;Never in program;13416372,00;165;81311,3454
1262904;Never in program;2065398,00;14;147528,4285
1892820;Never in program;1938145,00;35;55375,5714
2581095;Never in program;205608,00;5;41121,60
2759953;Never in program;146246,00;13;11249,6923
43133;Never in program;11578356,00;80;144729,45
2377623;Never in program;2868175,00;10;286817,50
5872917;Never in program;567663,00;8;70957,875
5085820;Never in program;1377123,00;15;91808,20
156698;Never in program;1414125,00;10;141412,50
2635350;Never in program;927116,00;7;132445,1428
546659;Never in program;4248196,00;49;86697,8775
5525978;Never in program;390822,00;8;48852,75
4383348;Never in program;4508603,00;50;90172,06
3191600;Never in program;797538,00;7;113934,00
4815853;Never in program;1573922,00;26;60535,4615
1537018;Never in program;1749589,00;5;349917,80
3063412;Never in program;100386,00;3;33462,00
465738;Never in program;10052822,00;70;143611,7428
575483;Never in program;18006160,00;38;473846,3157
2039336;Never in program;5014203,00;49;102330,6734
4048094;Never in program;156677,00;2;78338,50
188117;Never in program;1644355,00;22;74743,409
639152;Never in program;4907331,00;55;89224,20
2623199;Never in program;807310,00;10;80731,00
2840629;Never in program;5847922,00;8;730990,25
1739340;Never in program;142478,00;2;71239,00
1586335;Never in program;10028907,00;52;192863,5961
107975;Never in program;4249736,00;79;53794,1265
506343;Never in program;2144181,00;13;164937,00
4759730;Never in program;547551,00;5;109510,20
1104432;Never in program;2059646,00;23;89549,826
816537;Never in program;5144361,00;35;146981,7428
1711128;Never in program;6311420,00;65;97098,7692
2303474;Never in program;2578432,00;17;151672,4705
4668037;Never in program;79668,00;3;26556,00
3400952;Never in program;12315215,00;114;108028,2017
4177455;Never in program;3861500,00;19;203236,8421
4431272;Before;402963,00;4;100740,75
3817591;Never in program;12758318,00;53;240722,9811
2734936;Never in program;995277,00;21;47394,1428
3637457;Never in program;2501122,00;4;625280,50
2095863;Never in program;2227940,00;32;69623,125
1639209;Never in program;4440491,00;49;90622,2653
3944274;Never in program;8682322,00;25;347292,88
3043410;Never in program;231667,00;5;46333,40
3530230;Never in program;1555767,00;7;222252,4285
2051043;Never in program;4569653,00;9;507739,2222
1774204;Never in program;190214,00;6;31702,3333
167577;Never in program;885618,00;14;63258,4285
4668564;Never in program;2611791,00;12;217649,25
3265264;Never in program;1260081,00;11;114552,8181
2961529;Never in program;295868,00;2;147934,00
1832827;Never in program;220830,00;8;27603,75
3215150;Never in program;4789088,00;42;114025,9047
866918;Never in program;47438,00;2;23719,00
5264768;Never in program;255808,00;8;31976,00
3635385;Never in program;447430,00;4;111857,50
4237298;Never in program;2261733,00;10;226173,30
5034839;Never in program;339925,00;5;67985,00
780830;Never in program;2159096,00;31;69648,258
2580704;Never in program;108593,00;5;21718,60
4638841;Never in program;1608347,00;3;536115,6666
1678441;Never in program;489751,00;2;244875,50
2484402;Never in program;2056538,00;46;44707,3478
3702348;Never in program;2439929,00;13;187686,8461
1931339;Never in program;319468,00;4;79867,00
2914156;Never in program;12000148,00;110;109092,2545
3508084;Never in program;155289,00;3;51763,00
1415394;Never in program;5097189,00;43;118539,279
4031689;Never in program;11588264,00;16;724266,50
4880194;Never in program;299370,00;4;74842,50
1742889;Never in program;2120996,00;13;163153,5384
7170055;Never in program;3474864,00;12;289572,00
995023;Never in program;249181,00;4;62295,25
2774759;Never in program;3412764,00;49;69648,2448
2429464;Never in program;31308118,00;212;147679,8018
607949;Never in program;9991340,00;27;370049,6296
1736389;After;1429846,00;14;102131,8571
3373707;Never in program;668672,00;6;111445,3333
3255915;Never in program;9247613,00;47;196757,7234
2192075;Never in program;135756,00;3;45252,00
520515;Never in program;7708538,00;40;192713,45
1530306;Never in program;42911365,00;121;354639,3801
224173;Never in program;2519074,00;14;179933,8571
4952430;Never in program;79736,00;2;39868,00
3059015;Never in program;7243099,00;16;452693,6875
818671;Never in program;1249478,00;19;65762,00
12521;Never in program;45862,00;1;45862,00
1286052;Never in program;1726422,00;57;30288,1052
2023832;Never in program;5843469,00;12;486955,75
3952688;Never in program;1372621,00;7;196088,7142
50899;Never in program;21135795,00;246;85917,8658
1692596;Never in program;3849436,00;8;481179,50
3013154;Never in program;1097409,00;3;365803,00
2621109;Never in program;1536021,00;25;61440,84
506521;Never in program;2067190,00;3;689063,3333
3649508;Never in program;696558,00;5;139311,60
1379350;Never in program;75326,00;2;37663,00
88544;Never in program;1878403,00;56;33542,9107
2713939;Never in program;12760250,00;22;580011,3636
2793979;Never in program;2006669,00;23;87246,4782
3781464;Never in program;708610,00;5;141722,00
3454030;Never in program;98842,00;2;49421,00
4013845;Never in program;49422,00;2;24711,00
2604212;Never in program;1109076,00;3;369692,00
1581304;Never in program;1182950,00;20;59147,50
6720341;Never in program;102810,00;1;102810,00
3894384;After;1423383,00;19;74914,8947
1372520;Never in program;5691776,00;13;437828,923
2625972;Never in program;32744774,00;81;404256,4691
531926;Never in program;1256401,00;15;83760,0666
2383868;Never in program;432148,00;10;43214,80
3178719;Never in program;6194500,00;54;114712,9629
1856555;Never in program;3226034,00;21;153620,6666
2988265;Never in program;1939275,00;15;129285,00
1651189;Never in program;501509,00;7;71644,1428
4703365;Never in program;79291,00;2;39645,50
60005;Never in program;2127558,00;26;81829,1538
3432732;Never in program;234958,00;4;58739,50
3485081;Never in program;2047064,00;36;56862,8888
1458223;Never in program;3891898,00;34;114467,5882
7111681;Never in program;1771343,00;8;221417,875
832847;Never in program;11051532,00;71;155655,3802
5543278;Never in program;911983,00;1;911983,00
2622577;Never in program;253387,00;3;84462,3333
5979100;Never in program;4815801,00;42;114661,9285
345832;Never in program;3843126,00;9;427014,00
2607885;Never in program;6275643,00;73;85967,7123
1520560;Never in program;1402526,00;17;82501,5294
2932261;Never in program;375000,00;9;41666,6666
3671725;Never in program;287950,00;3;95983,3333
2162531;Never in program;4399591,00;24;183316,2916
3974069;Never in program;100495,00;2;50247,50
1829386;Never in program;1315358,00;40;32883,95
719749;Never in program;7255450,00;51;142263,7254
2187768;Never in program;1025616,00;14;73258,2857
2274669;Never in program;396261,00;12;33021,75
2910578;Never in program;248757,00;3;82919,00
4128455;Never in program;251975,00;5;50395,00
3286966;Never in program;19718185,00;45;438181,8888
5047784;Never in program;9110330,00;37;246225,1351
2788155;Never in program;7938340,00;69;115048,4057
3871635;Never in program;9767165,00;63;155034,365
1826240;Never in program;1699770,00;15;113318,00
17640;Never in program;2206397,00;13;169722,8461
2141469;Never in program;947850,00;5;189570,00
2278508;Never in program;166600,00;3;55533,3333
4256772;Never in program;12343790,00;102;121017,549
2260207;Never in program;717608,00;8;89701,00
5224109;Never in program;4653398,00;18;258522,1111
2592594;Never in program;1438721,00;13;110670,8461
288234;Never in program;987992,00;13;75999,3846
1683306;Never in program;8497327,00;64;132770,7343
5700970;Never in program;2776890,00;28;99174,6428
3375104;Never in program;1089260,00;13;83789,2307
3340227;Never in program;9935626,00;74;134265,2162
5384490;Never in program;111909952,00;102;1097156,3921
2063639;Never in program;67437,00;2;33718,50
3949364;Never in program;6669478,00;15;444631,8666
6127040;Never in program;3248470,00;4;812117,50
1470013;Never in program;760560,00;24;31690,00
1216285;Never in program;1562743,00;15;104182,8666
4813721;Never in program;5224912,00;50;104498,24
1715867;Never in program;273784,00;2;136892,00
2559079;Never in program;2914781,00;36;80966,1388
3178305;Never in program;222135,00;9;24681,6666
1167130;Never in program;10191989,00;71;143549,1408
174087;Never in program;3023211,00;34;88917,9705
1350889;Never in program;880249,00;4;220062,25
492753;Never in program;103222,00;2;51611,00
1752018;Never in program;218512,00;1;218512,00
523300;Never in program;3701698,00;35;105762,80
3209527;Never in program;3723835,00;42;88662,738
4846655;Never in program;69314,00;2;34657,00
1918833;Never in program;277548,00;4;69387,00
2163389;Never in program;46032,00;2;23016,00
1197084;Never in program;19548970,00;83;235529,759
2400001;Never in program;768558,00;9;85395,3333
6708225;Never in program;5042308,00;7;720329,7142
